event_name,event_type,url,location_name,location_address,location_coord,short_description,session_times,subactivity_times,artist,require_booking,booking_detail
Harbour Life,light,https://www.vividsydney.com/event/light/harbour-life,Australian National Maritime Museum,"2 Murray Street, Sydney NSW 2000","{""latitude"": ""-33.871114"", ""longitude"": ""151.199042""}","Composer:
Michael Tan
Dive into the history of Australia's harbours with this stunning projection on the HMAS Vampire. Swim alongside 200-year-old sea…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Artists in Motion,False,NA
Connection to Country: Australian Museum X Vivid Ideas,ideas,https://www.vividsydney.com/event/ideas/connection-to-country-australian-museum-x-vivid-ideas,Australian Museum,"1 William Street, Sydney NSW 2010","{""latitude"": ""-33.874343630026"", ""longitude"": ""151.21312265368""}","Australian First Nations Cultures have been caring for Country for over 60,000 years. Spend an evening learning how the oldest surviving knowledge on earth…","{""2023-06-14"": {""start_time"": ""17:00:00"", ""end_time"": ""21:00:00"", ""duration"": ""240.0""}}",NA,NA,False,NA
WATERFALL,light,https://www.vividsydney.com/event/light/waterfall,ASN Clock Tower,"5 Hickson Road, The Rocks NSW 2000","{""latitude"": ""-33.857936"", ""longitude"": ""151.20972""}","From a distance, the powerful roar of Waterfall invites closer inspection. Get closer, and the 20-metre cascade appears to be mysteriously hanging in mid-air,…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Colorleds,False,NA
Vivid Sydney Photography Masterclass,ideas,https://www.vividsydney.com/event/ideas/vivid-sydney-photography-masterclass,Circular Quay and The Rocks,"Southeast Pylon, Sydney Harbour Bridge, The Rocks NSW 2000","{""latitude"": ""-33.861756"", ""longitude"": ""151.210884""}","Be inspired by a breathtaking front-row view of Vivid Sydney from the southeast pylon of the Sydney Harbour Bridge, usually off-limits to the public, in this…","{""2023-05-29"": {""start_time"": ""20:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""120.0""}, ""2023-06-05"": {""start_time"": ""20:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""120.0""}, ""2023-06-12"": {""start_time"": ""20:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""120.0""}}",NA,Glenn Mckimmin,True,*Booking and transaction fees may apply.
Yellow x Rishi Naleendra | Vivid Chef Series,food,https://www.vividsydney.com/event/food/yellow-x-rishi-naleendra-vivid-chef-series,Yellow Restaurant,"57 Macleay Street, Potts Point NSW 2011","{""latitude"": ""-33.8686979"", ""longitude"": ""151.2254334""}","After 10 years, Rishi Naleendra of two Michelin-starred Cloudstreet will be reuniting with his former mentor Brent Savage for a series of sensational…","{""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""4560.0""}, ""2023-06-09"": {""start_time"": ""12:00:00"", ""end_time"": ""14:30:00"", ""duration"": ""150.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Jen Cloher | Vivid LIVE,music,https://www.vividsydney.com/event/music/jen-cloher-vivid-live,Sydney Opera House,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.857123"", ""longitude"": ""151.21498""}","It's been six years since Jen Cloher released their acclaimed self-titled album, but at last the wait is over. With their fifth and latest record, I Am The…","{""2023-06-01"": {""start_time"": ""19:00:00"", ""end_time"": ""20:30:00"", ""duration"": ""90.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Kimbra | Vivid LIVE,music,https://www.vividsydney.com/event/music/kimbra-vivid-live,Sydney Opera House - Joan Sutherland Theatre,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","A distinctive singer-songwriter with an incredible vocal range and a talent for eclectic, experimental sound, New Zealand-born, New York-based Kimbra has…","{""2023-05-26"": {""start_time"": ""20:30:00"", ""end_time"": ""22:30:00"", ""duration"": ""120.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Vivid Music Roaming Acts,music,https://www.vividsydney.com/event/music/vivid-music-roaming-acts,The Goods Line and Inner City,"Eddy Ave, Haymarket NSW 2000","{""latitude"": ""-33.882665137084"", ""longitude"": ""151.20653568952""}","Expect the unexpected each Friday and Saturday night of Vivid Sydney, as our troupe of roaming musicians bring free and live music to the Light Walk, from 6…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}}",NA,NA,False,NA
Between You and Me,light,https://www.vividsydney.com/event/light/between-you-and-me,Circular Quay and The Rocks,Sydney Harbour Bridge Pylons,"{""latitude"": ""-33.854799"", ""longitude"": ""151.209515""}","High up on the Sydney Harbour Bridge Pylons, native Australian birds take us on a journey across the skies and to their homes, from the Centennial Parklands to…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Eggpicnic,False,NA
Astral People Vivid Party,music,https://www.vividsydney.com/event/music/astral-people-vivid-party,Carriageworks,"245 Wilson Street, Eveleigh NSW 2015","{""latitude"": ""-33.893341"", ""longitude"": ""151.191954""}",Astral People presents a night of far-reaching sounds led by some of today's most daring figures. A full venue takeover – they descend on Carriageworks for an…,"{""2023-06-10"": {""start_time"": ""15:00:00"", ""end_time"": ""23:30:00"", ""duration"": ""510.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Full Story,ideas,https://www.vividsydney.com/event/ideas/full-story,Vivid Ideas Exchange - Telstra Customer Insight Centre,"Level 2, 400 George Street, Sydney NSW 2000","{""latitude"": ""-33.8688799"", ""longitude"": ""151.2049436""}","As Guardian Australia celebrates its 10th anniversary, join Full Story host Laura Murphy-Oates, climate and environment editor Adam Morton&nbsp;for a live…","{""2023-06-11"": {""start_time"": ""16:30:00"", ""end_time"": ""17:45:00"", ""duration"": ""75.0""}}",NA,Adam Morton,True,*Booking and transaction fees may apply.
Ghosts,light,https://www.vividsydney.com/event/light/ghosts,Walsh Bay,Pier 4/5 Breezeway,"{""latitude"": ""-33.856244"", ""longitude"": ""151.205824""}","In Japan, origami cranes are given to ill family members and friends to wish them well, referencing an old saying that the birds live for up to 1,000 years.
…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Studio Vertigo,False,NA
JIVA,music,https://www.vividsydney.com/event/music/jiva,The Ivy Courtyard,"Level 1, 320 George Street, Sydney NSW 2000","{""latitude"": ""-33.866581889208"", ""longitude"": ""151.20756981346""}","JIVA is an acronym for 'Joy Is Vital Always'. Transforming the Ivy Courthouse, this euphoric day festival celebrates cultures and musical talent from across…","{""2023-06-03"": {""start_time"": ""13:00:00"", ""end_time"": ""20:00:00"", ""duration"": ""420.0""}}",NA,NA,True,*Booking and transaction fees may apply.
David Campbell & Friends | Vivid Sydney Supper Club,music,https://www.vividsydney.com/event/music/david-campbell-friends-vivid-sydney-supper-club,Mary's Underground,"7 Macquarie Place, Sydney NSW 2000","{""latitude"": ""-33.862370917725"", ""longitude"": ""151.20999990368""}","With special guests Gillian Cosgriff and Kelly Ann Doll.
Round out your Light Walk experience with the ultimate nightcap at the Vivid Sydney Supper Club…","{""2023-05-26"": {""start_time"": ""21:00:00"", ""end_time"": ""01:00:00"", ""duration"": ""240.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Studio Party: House of Mince 12th Birthday | Vivid LIVE,music,https://www.vividsydney.com/event/music/studio-party-house-of-mince-12th-birthday-vivid-live,Sydney Opera House Studio,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","For more than a decade, Sydney's beloved dance music collective House of Mince have thrown parties quite unlike anything the Harbour City has ever seen. From…","{""2023-05-28"": {""start_time"": ""21:00:00"", ""end_time"": ""02:30:00"", ""duration"": ""330.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Floodlights,music,https://www.vividsydney.com/event/music/floodlights,Carriageworks,"245 Wilson Street, Eveleigh NSW 2015","{""latitude"": ""-33.893341"", ""longitude"": ""151.191954""}","Ahead of their highly anticipated album release, Melbourne band, Floodlights will headline a raw and intimate show in Sydney as part of their national tour…","{""2023-06-08"": {""start_time"": ""19:30:00"", ""end_time"": ""22:30:00"", ""duration"": ""180.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Climate Action: Tending or Taxing?,ideas,https://www.vividsydney.com/event/ideas/climate-action-tending-or-taxing,Vivid Ideas Exchange - Telstra Customer Insight Centre,"Level 2, 400 George Street, Sydney NSW 2000","{""latitude"": ""-33.8688799"", ""longitude"": ""151.2049436""}","What if the biggest problem facing humanity isn't climate change itself, but instead, how we talk about it? Join a panel of experts as they weigh up whether it…","{""2023-06-14"": {""start_time"": ""15:30:00"", ""end_time"": ""16:45:00"", ""duration"": ""75.0""}}",NA,Professor Tim Flannery,False,NA
Coming to our Senses: An Immersion in Architecture,ideas,https://www.vividsydney.com/event/ideas/coming-to-our-senses-an-immersion-in-architecture,Dr Chau Chak Wing Building,"Building 8 - University of Technology, 8 Ultimo Road, Ultimo NSW 2007","{""latitude"": ""-33.8808809"", ""longitude"": ""151.2013021""}",Cultivate stillness. Learn how to slow down. Connect with architecture and your environment in a new way. Come and experience the magnificence of architect…,"{""2023-06-10"": {""start_time"": ""16:00:00"", ""end_time"": ""18:00:00"", ""duration"": ""120.0""}}",NA,Steve Pozel,True,*Booking and transaction fees may apply.
CLUB SERVICE,music,https://www.vividsydney.com/event/music/club-service,The CTA Business Club,"MLC Centre, 19/29 Martin Place, Sydney NSW 2000","{""latitude"": ""-33.8677687"", ""longitude"": ""151.2096292""}","From Trackwork, the label at the fringes and front lines of Sydney’s rap and club music, comes CLUB SERVICE, a night of top-shelf sets and digital art.&nbsp;
…","{""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""00:00:00"", ""duration"": ""360.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Ella Mai | Vivid LIVE,music,https://www.vividsydney.com/event/music/ella-mai-vivid-live,Sydney Opera House - The Concert Hall,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.8567844"", ""longitude"": ""151.2152967""}","A fresh young talent with old-school soul, London-born singer-songwriter Ella Mai took the music world by surprise with her multi-platinum, Billboard top-five…","{""2023-06-12"": {""start_time"": ""20:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""120.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Sydney in Space,ideas,https://www.vividsydney.com/event/ideas/sydney-in-space,Vivid Ideas Exchange - Telstra Customer Insight Centre,"Level 2, 400 George Street, Sydney NSW 2000","{""latitude"": ""-33.8688799"", ""longitude"": ""151.2049436""}","The answers to space's mysteries might be closer to us than we think: what can Earth tell us about the Milky Way and beyond?
Join leading scientists and…","{""2023-06-12"": {""start_time"": ""17:30:00"", ""end_time"": ""18:45:00"", ""duration"": ""75.0""}}",NA,Professor Stefan Williams,False,NA
